article_text,category
"Sakshi Malik objects to Sanjay Singh’s election as WFI chief, says mother getting threatening calls Sanjay Singh’s first decision as newly-elected WFI president was to announce that the Under-15 and Under-20 nationals will take place in Nandini Nagar, Gonda, the pocket burrough of the former chief.",sports
"FIH Hockey Olympic Qualifiers: Blow for India as forward Vandana Katariya ruled out due to cheekbone fracture Vandana will be replaced by youngster Baljeet Kaur, while local star Nikki Pradhan has been named as the Vice Captain.",sports
"India vs South Africa 2nd Test: Watch SA’s fall of wickets in 55 all out as Siraj runs through the lineup in an incredible opening session The wrecker in chief was Mohammed Siraj who got on a roll in an incredible opening spell as he claimed his best Test figures, with South Africa's batters lasting just 23.2 overs.",sports
"WATCH: Virat Kohli hints Mohammed Siraj where to bowl, the pacer follows and claims Marco Jansen to nab 5-fer In the lead up to the wicket, the broadcast camera panned to Kohli in the cordon, who could be seen gesturing to Siraj, asking him to take the ball away from the right hander and try to induce an outside edge.",sports
Simple and cerebral: How Mohammad Siraj took 6 for 15 to bowl out South Africa for 55 Attacking the leg-side of left-handers was a ploy that worked on Day One of the second and final Test.,sports
"India vs South Africa Highlights, 2nd Test: Aiden Markram and David Bedingham take SA to 62/3, IND lead by 36 at stumps in Cape Town India vs. South Africa 2nd Test Highlights: Mohammed Siraj picked a six-wicket haul that restricted South Africa to 55; the Indian pacer made ball talk after South Africa captain Dean Elgar opted to bat first in the 2nd Test at Cape Town",sports
"Dean Elgar on decline of Test cricket in South Africa: ‘It’s sad that it’s gone in that direction’ Elgar, who will be playing his last Test match for the South Africa says  it is up to cricket’s administrators “to make the right decisions for players and the longevity of Test format.",sports
‘Catches win matches’: Shaheen Shah Afridi rues drop chances off his bowling Pakistan vice-captain has been rested for the third Test in Sydney to manage his workload ahead of the hectic schedule.,sports
"T20 cricket, who cares? Wasim Akram and Waqar Younis slam Shaheen Shah Afridi’s exclusion from Sydney Test Akram blames Shaheen for prioritising T20 cricket over Test, while Waqar Waqar who was similarly surprised, says the absence of Pakistan's vice-captain ""made me laugh""..",sports
Simon Katich says unfair to blame David Warner entirely for ‘Sandpaper-gate’ scandal Katich feels it would be difficult for most of the Australian public to forgive David Warner for his role in the sandpaper-gate scandal.,sports
"India vs Australia Women’s ODI: Phoebe’s Day Out – Litchfield stars with the bat and in the field as Harmanpreet Kaur and Co suffer 190-run defeat After conceding 338, home team bundled out for 148 as Aussies unearth a young star, who led the way with a century and brilliant fielding.",sports
"Rohit Sharma on CSA opting for SA20 League over New Zealand series: ‘We don’t have these problems…Test cricket is something we all have to protect’ Ahead of the second Test against the Proteas in Cape Town, the Indian skipper would also be quizzed by a scribe on indian cricket's position in the newly rekindled stand off between franchise leagues and Test cricket.",sports
"Rafael Nadal sends positive vibes in comeback match with straight-sets win over Dominic Thiem The win marked Nadal's 1069th at the ATP tour, taking him over Ivan Lendl as the fourth highest on the all time tally.",sports
"IND vs SA, 2nd Test: Will Ashwin and Jadeja play together? Will Mukesh Kumar or Avesh Khan make their debut? The major talking points as India look to rebound from the disappointing defeat in first Test on dryer Cape Town pitch that could favour spin Day 3 onwards.",sports
"India vs South Africa: Can Yashasvi Jaiswal, Shubman Gill step up during Cape Town Test? The bowling bence also looks thin in the absence of Mohammed Shami following the team's innings and 32-run loss at Centurion.",sports
"David Warner’s touching tribute to Phil Hughes ahead of farewell Test in Sydney: ‘If he was still with us, he’d be in my or Usman Khawaja’s position’ Hughes, who died at the age of 25 off a cricket ball blow to the neck while batting at the SCG during a Sheffield Shield match, had featured across 26 Test matches, 25 ODIs and a T20I for Australia.",sports
"Pat Cummins on the perfect farewell for David Warner: ‘A hundred and a leg spinner to take the last wicket’ The Australian captain was all praise for Warner, who also announced his retirement from the ODIs earlier this week, and spoke highly of the southpaw's contributions to the dressing room.",sports
"India vs South Africa 2nd Test tip-off XI: Ravindra Jadeja and Mukesh Kumar set to return, toss-up between R Ashwin and Shardul Thakur India vs South Africa 2nd Test tip-off XI: India are likely to make a couple of changes in their bowling department.",sports
"I’d change my technique to copy Virat Kohli, and if that failed I’d try copy Rohit Sharma: David Bedingham South Africa middle-order batsman David Bedingham says Virat Kohli and Rohit Sharma are his two favourites players from India.",sports
"Two of the big questions for 2024: Rohit Sharma and Virat Kohli for T20 World Cup? PR Sreejesh or Krishan Pathak for Paris? It’s the year the country picks its leader and the men to take the country forward, to embrace incumbency or winds of change; it is also the year the world of Indian sports has to make tough and definite decisions in its quest for medals and trophies, but without the choice of a ballot.",sports
"India vs South Africa: I took my name out of SA20 draft so that I could play in New Zealand, says David Bedingham In less than a month, Bedingham would be flying to New Zealand as one of the “senior most” members of the Proteas squad having played two Tests as most of the big boys would be busy playing the SA20.",sports
"Australia vs Pakistan: David Warner issues an emotional plea for return of his stolen baggy green on the eve of his farewell Test David Warner, who will play his final Test in Sydney, starting from Wednesday has lost his backpack, which contained his baggy green, was taken from his luggage on the eve of his last Test.",sports
"Swapping Roger Federer for Dale Steyn, how Nandre Burger became South Africa cricket’s ‘next big thing’ Nandre Burger didn’t want to become a professional cricketer. The sport for him had been more of a pastime at WITS, while he pursued a degree in sports psychology. Playing what little club cricket he had until that point of time was a soothing comfort after his short romance with Tennis.",sports
"We do not recognise this ad-hoc panel or suspension: Suspended WFI president Sanjay Singh ""We got elected democratically. The Returning Officer had signed the papers, how do they ignore that. We do not recognise this ad-hoc panel,"" Singh said.",sports
"We do not recognise this ad-hoc panel or suspension: Suspended WFI president Sanjay Singh ""We got elected democratically. The Returning Officer had signed the papers, how do they ignore that. We do not recognise this ad-hoc panel,"" Singh said.",sports
"If I was New Zealand I wouldn’t even play: Steve Waugh slams South Africa for naming second string side for Test series ""I don’t know why they’re even playing. Why would you when it shows a lack of respect for New Zealand cricket?,"" Waugh said.",sports
"India vs South Africa Live Streaming, 2nd Test: When and where to watch IND vs SA live? India vs South Africa 2nd Test Live Streaming: After a humiliating loss in the 1st Test match where they were downed by an innings and 32 runs, India look to level series against South Africa at Capetown.",sports
"‘Prefer playing Tennis over changing diapers’: Naomi Osaka marks return after 16 months with a win The former number one ranked player, who's based in the United States, gave birth to her daughter Shai in July.",sports
